frame,t_mono,time_boot_ms,t_unix_usec,lat,lng,alt_msl,alt_agl,yaw,pitch,roll,nsats,fix_type,lat_gpi_ms,lat_att_ms,det_idx,cx,cy,w,h,bearing_px,bearing_py,conf
4582,1428.0985,1437865.4,1785688903834079,-22.9780169,-43.23212677556603,40.42,1.67,-8.13,-1.73,0.0,16,3,-73.1,-32.4,,,,,,,,
4583,1428.2412,1438009.2,1785688903976778,-22.9780169,-43.2321267,40.41,1.66,-8.13,-1.74,0.01,16,3,-32.5,-1.7,,,,,,,,
4584,1428.3127,1438080.9,1785688904048298,-22.978016860137807,-43.2321267,40.41,1.66,-8.14,-1.74,0.01,15,3,-58.9,-17.1,,,,,,,,
4585,1428.4229,1438192.7,1785688904158417,-22.9780168,-43.23212664825246,40.39,1.64,-8.14,-1.74,0.01,15,3,-47.8,-6.9,,,,,,,,
4586,1428.5281,1438298.3,1785688904263647,-22.9780168,-43.23212654269806,40.38,1.63,-8.14,-1.74,0.01,15,3,-42.8,-2.0,,,,,,,,
4587,1428.634,1438403.7,1785688904369511,-22.9780168,-43.2321265,40.36,1.61,-8.14,-1.74,0.02,15,3,-37.6,-1.7,,,,,,,,
4588,1428.7055,1438474.3,1785688904441024,-22.978016766661007,-43.23212646666101,40.36,1.61,-8.15,-1.73,0.02,15,3,-67.9,-27.2,,,,,,,,
4589,1428.8156,1438579.1,1785688904551114,-22.9780167,-43.2321264,40.35,1.6,-8.15,-1.74,0.02,16,3,-68.6,-17.2,,,,,,,,
4590,1428.9196,1438681.2,1785688904657041,-22.9780167,-43.23212635978364,40.34,1.59,-8.15,-1.74,0.01,16,3,-52.6,-11.9,,,,,,,,
4591,1429.0267,1438794.3,1785688904764150,-22.9780167,-43.2321263,40.33,1.58,-8.16,-1.74,0.02,16,3,-47.8,-1.8,,,,,,,,
4592,1429.0982,1438865.4,1785688904835612,-22.97801667557955,-43.2321263,40.33,1.58,-8.16,-1.74,0.02,16,3,-73.2,-32.4,,,,,,,,
4593,1429.2408,1439009.1,1785688904978270,-22.9780166,-43.232126231927865,40.32,1.57,-8.16,-1.74,0.02,16,3,-32.6,-1.8,,,,,,,,
4594,1429.3123,1439079.2,1785688905049771,-22.9780166,-43.2321262,40.32,1.57,-8.17,-1.74,0.02,17,3,-63.1,-16.9,,,,,,,,
4595,1429.4224,1439190.3,1785688905159821,-22.97801655071733,-43.232126150717335,40.32,1.57,-8.17,-1.74,0.02,17,3,-48.4,-7.0,,,,,,,,
4596,1429.5265,1439295.0,1785688905263972,-22.9780165,-43.2321261,40.32,1.57,-8.17,-1.74,0.02,17,3,-47.5,-6.9,,,,,,,,
4597,1429.5979,1439365.6,1785688905335410,-22.9780165,-43.2321261,40.32,1.57,-8.17,-1.74,0.02,17,3,-73.5,-32.3,,,,,,,,
4598,1429.7406,1439509.2,1785688905478061,-22.9780165,-43.23212603184714,40.34,1.59,-8.18,-1.73,0.02,17,3,-32.3,-1.8,,,,,,,,
4599,1429.8121,1439575.5,1785688905549551,-22.97801653447678,-43.232126,40.34,1.59,-8.18,-1.73,0.02,17,3,-74.5,-17.1,,,,,,,,
4600,1429.9206,1439680.3,1785688905648330,-22.9780166,-43.23212596071565,40.35,1.6,-8.18,-1.73,0.02,17,3,-52.6,-12.0,,,,,,,,
4601,1430.0279,1439797.1,1785688905755589,-22.9780166,-43.2321259,40.37,1.61,-8.19,-1.72,0.02,17,3,-42.8,-1.8,,,,,,,,
4602,1430.0991,1439869.1,1785688905826840,-22.9780166,-43.2321259,40.37,1.62,-8.19,-1.72,0.02,17,3,-72.8,-32.3,,,,,,,,
4603,1430.2072,1439975.0,1785688905934933,-22.9780166,-43.2321259,40.39,1.64,-8.19,-1.72,0.02,17,3,-68.3,-22.2,,,,,,,,
4604,1430.3133,1440080.4,1785688906041040,-22.978016560631566,-43.2321259,40.41,1.66,-8.19,-1.73,0.01,17,3,-58.3,-17.0,,,,,,,,
4605,1430.4205,1440188.9,1785688906148209,-22.9780165,-43.2321259,40.42,1.67,-8.2,-1.73,0.01,17,3,-53.2,-12.1,,,,,,,,
4606,1430.5275,1440294.1,1785688906255225,-22.9780165,-43.232125846877295,40.44,1.68,-8.2,-1.74,0.01,17,3,-47.5,-1.8,,,,,,,,
4607,1430.6345,1440402.2,1785688906362219,-22.978016438816205,-43.2321258,40.44,1.69,-8.2,-1.74,0.01,17,3,-37.7,-1.9,,,,,,,,
4608,1430.706,1440474.3,1785688906433734,-22.9780164,-43.23212576673599,40.44,1.69,-8.21,-1.74,0.02,17,3,-67.8,-27.1,,,,,,,,
4609,1430.8131,1440575.7,1785688906540831,-22.9780164,-43.2321257,40.45,1.7,-8.21,-1.74,0.02,17,3,-73.9,-17.0,,,,,,,,
4610,1430.9202,1440679.7,1785688906650156,-22.97801636128006,-43.23212566128006,40.45,1.7,-8.21,-1.74,0.02,17,3,-52.6,-11.9,,,,,,,,
4611,1431.0273,1440794.2,1785688906757250,-22.9780163,-43.2321256,40.45,1.7,-8.21,-1.75,0.02,17,3,-47.9,-1.9,,,,,,,,
4612,1431.1343,1440902.3,1785688906864255,-22.9780163,-43.232125538743624,40.44,1.69,-8.22,-1.75,0.02,17,3,-37.4,-1.8,,,,,,,,
4613,1431.2058,1440974.4,1785688906935770,-22.9780163,-43.2321255,40.44,1.69,-8.22,-1.74,0.02,17,3,-68.2,-27.2,,,,,,,,
4614,1431.3129,1441081.1,1785688907042877,-22.9780163,-43.2321255,40.44,1.69,-8.22,-1.74,0.02,16,3,-58.2,-17.0,,,,,,,,
4615,1431.4199,1441189.0,1785688907149893,-22.978016252022428,-43.2321255,40.44,1.69,-8.23,-1.74,0.01,16,3,-52.9,-11.9,,,,,,,,
4616,1431.5271,1441294.3,1785688907257095,-22.9780162,-43.2321255,40.43,1.68,-8.23,-1.75,0.01,16,3,-47.5,-1.8,,,,,,,,
4617,1432.2061,1441962.3,1785688907661626,-22.978016,-43.2321257,40.47,1.72,-8.24,-1.76,-0.04,16,3,-68.4,-27.3,,,,,,,,
4618,1432.3128,1442080.6,1785688907768333,-22.978016,-43.2321257,40.48,1.73,-8.25,-1.76,-0.04,15,3,-58.3,-17.1,,,,,,,,
4619,1432.4195,1442188.8,1785688907875059,-22.978016,-43.2321257,40.49,1.74,-8.25,-1.76,-0.03,15,3,-53.0,-12.0,,,,,,,,
4620,1432.5267,1442294.2,1785688907982176,-22.978016,-43.2321257,40.51,1.75,-8.25,-1.75,-0.03,15,3,-47.6,-1.9,,,,,,,,
4621,1432.6337,1442402.2,1785688908089210,-22.978016,-43.23212563884386,40.52,1.77,-8.26,-1.75,-0.02,15,3,-37.8,-1.8,,,,,,,,
4622,1432.7408,1442509.1,1785688908196279,-22.978015931865205,-43.2321256,40.53,1.78,-8.26,-1.75,-0.02,15,3,-32.4,-1.9,,,,,,,,
4623,1432.8123,1442575.5,1785688908267793,-22.9780159,-43.2321256,40.53,1.78,-8.26,-1.76,-0.03,15,3,-74.1,-17.0,,,,,,,,
4624,1432.9195,1442679.6,1785688908648062,-22.9780159,-43.2321256,40.53,1.78,-8.26,-1.76,-0.03,15,3,-52.6,-12.0,,,,,,,,
4625,1433.0265,1442794.2,1785688908755118,-22.978015846844823,-43.23212565315518,40.54,1.79,-8.26,-1.77,-0.03,15,3,-48.0,-7.0,,,,,,,,
4626,1433.1335,1442902.2,1785688908862111,-22.9780158,-43.2321257,40.54,1.79,-8.27,-1.77,-0.04,15,3,-37.4,-1.9,,,,,,,,
4627,1433.205,1442974.3,1785688908933587,-22.9780158,-43.2321257,40.54,1.79,-8.27,-1.76,-0.04,15,3,-68.2,-27.2,,,,,,,,
4628,1433.3121,1443079.1,1785688909040695,-22.9780158,-43.2321257,40.55,1.8,-8.27,-1.76,-0.04,15,3,-63.3,-17.0,,,,,,,,
4629,1433.4193,1443186.3,1785688909147835,-22.978015754730883,-43.2321257,40.55,1.8,-8.28,-1.77,-0.04,15,3,-53.0,-12.1,,,,,,,,
4630,1433.5263,1443294.2,1785688909254842,-22.9780157,-43.23212564680077,40.56,1.81,-8.28,-1.77,-0.03,15,3,-47.5,-6.9,,,,,,,,
4631,1433.6333,1443402.1,1785688909361887,-22.9780157,-43.2321256,40.57,1.82,-8.28,-1.77,-0.02,15,3,-37.9,-1.9,,,,,,,,
4632,1433.7048,1443474.2,1785688909433399,-22.9780157,-43.232125566844054,40.57,1.82,-8.28,-1.76,-0.02,15,3,-67.8,-27.2,,,,,,,,
4633,1433.8118,1443575.6,1785688909540420,-22.978015665350917,-43.2321255,40.57,1.82,-8.29,-1.76,-0.02,16,3,-73.9,-17.1,,,,,,,,
4634,1433.9193,1443679.9,1785688909650142,-22.9780156,-43.2321255,40.59,1.84,-8.29,-1.76,-0.02,16,3,-52.7,-12.0,,,,,,,,
4635,1434.0257,1443794.0,1785688909756587,-22.9780156,-43.232125447044986,40.6,1.85,-8.29,-1.76,-0.02,16,3,-47.8,-6.8,,,,,,,,
4636,1434.1331,1443899.4,1785688909863920,-22.9780156,-43.2321254,40.61,1.86,-8.3,-1.76,-0.02,16,3,-42.5,-1.8,,,,,,,,
4637,1434.2402,1444007.4,1785688909971016,-22.9780156,-43.2321254,40.61,1.86,-8.3,-1.76,-0.02,16,3,-32.7,-1.9,,,,,,,,
4638,1434.3117,1444079.0,1785688910042532,-22.978015562022996,-43.2321254,40.61,1.86,-8.3,-1.76,-0.02,17,3,-63.3,-17.1,,,,,,,,
4639,1434.4187,1444186.2,1785688910149590,-22.9780155,-43.23212535477135,40.62,1.87,-8.31,-1.76,-0.02,17,3,-53.0,-12.0,,,,,,,,
4640,1434.5258,1444294.2,1785688910256641,-22.9780155,-43.2321253,40.62,1.87,-8.31,-1.76,-0.02,17,3,-47.5,-6.9,,,,,,,,
4641,1434.6329,1444399.2,1785688910363760,-22.9780155,-43.2321253,40.61,1.86,-8.31,-1.76,-0.02,17,3,-42.8,-1.8,,,,,,,,
4642,1434.7045,1444470.8,1785688910435313,-22.9780155,-43.232125270246,40.61,1.86,-8.31,-1.76,-0.02,17,3,-67.8,-27.2,,,,,,,,
4643,1434.8115,1444574.0,1785688910542319,-22.9780155,-43.2321252,40.61,1.86,-8.32,-1.76,-0.02,16,3,-79.7,-17.1,,,,,,,,
4644,1434.957,1444719.2,1785688910678741,-22.978015421759057,-43.232125121759054,40.61,1.86,-8.32,-1.76,-0.02,16,3,-18.3,-2.8,,,,,,,,
4645,1435.03,1444796.6,1785688910751761,-22.9780154,-43.2321251,40.61,1.86,-8.32,-1.76,-0.01,16,3,-43.8,-2.6,,,,,,,,
4646,1435.0958,1444863.0,1785688910817513,-22.9780154,-43.23212507800261,40.61,1.86,-8.32,-1.76,-0.01,16,3,-78.0,-37.4,,,,,,,,
4647,1435.2028,1444970.9,1785688910924522,-22.9780154,-43.232125,40.61,1.86,-8.33,-1.76,-0.01,16,3,-68.1,-27.1,,,,,,,,
4648,1435.3099,1445079.2,1785688911031578,-22.978015361763873,-43.232125,40.6,1.85,-8.33,-1.76,-0.02,14,3,-63.0,-21.9,,,,,,,,
4649,1435.417,1445184.3,1785688911138682,-22.9780153,-43.232125,40.6,1.85,-8.33,-1.77,-0.02,14,3,-57.8,-11.9,,,,,,,,
4650,1435.524,1445291.7,1785688911245732,-22.9780153,-43.232124949269824,40.59,1.84,-8.34,-1.77,-0.01,14,3,-47.8,-7.0,,,,,,,,
4651,1435.6336,1445403.2,1785688911355370,-22.978015237805394,-43.232124837805394,40.59,1.84,-8.34,-1.76,-0.0,14,3,-37.6,-1.7,,,,,,,,
4652,1435.7026,1445471.1,1785688911424290,-22.9780152,-43.2321248,40.59,1.84,-8.34,-1.76,-0.0,14,3,-72.8,-27.1,,,,,,,,
4653,1435.8097,1445572.8,1785688911531379,-22.9780152,-43.23212476821902,40.58,1.83,-8.34,-1.76,-0.0,17,3,-73.6,-22.1,,,,,,,,
4654,1435.9167,1445677.7,1785688911656063,-22.9780152,-43.2321247,40.58,1.83,-8.35,-1.76,-0.01,17,3,-57.6,-11.9,,,,,,,,
4655,1436.0239,1445791.9,1785688911763174,-22.9780152,-43.2321247,40.57,1.82,-8.35,-1.75,-0.01,17,3,-47.8,-6.9,,,,,,,,
4656,1436.0953,1445864.2,1785688911834601,-22.9780152,-43.232124676804816,40.57,1.82,-8.35,-1.75,-0.02,17,3,-78.3,-37.5,,,,,,,,
4657,1436.238,1446004.2,1785688911977299,-22.9780152631765,-43.2321246,40.57,1.82,-8.36,-1.74,-0.02,17,3,-37.5,-1.7,,,,,,,,
4658,1436.3095,1446075.7,1785688912048773,-22.9780153,-43.2321246,40.57,1.82,-8.36,-1.74,-0.02,16,3,-63.9,-22.2,,,,,,,,
4659,1436.4196,1446187.7,1785688912158916,-22.9780153,-43.23212455334069,40.57,1.82,-8.36,-1.74,-0.02,16,3,-52.9,-12.0,,,,,,,,
4660,1436.5235,1446292.7,1785688912262859,-22.9780153,-43.2321245,40.56,1.81,-8.36,-1.74,-0.02,16,3,-47.8,-7.1,,,,,,,,
4661,1436.6308,1446399.2,1785688912370116,-22.9780153,-43.2321245,40.56,1.81,-8.37,-1.74,-0.02,16,3,-42.6,-1.7,,,,,,,,
4662,1436.7021,1446469.2,1785688912441429,-22.9780153,-43.2321245,40.56,1.81,-8.37,-1.75,-0.02,16,3,-73.0,-27.2,,,,,,,,
4663,1436.845,1446605.7,1785688912584265,-22.978015235318534,-43.2321245,40.54,1.79,-8.37,-1.75,-0.02,14,3,-38.1,-1.8,,,,,,,,
4664,1436.9194,1446681.7,1785688912656000,-22.9780152,-43.23212445928647,40.54,1.79,-8.37,-1.75,-0.02,14,3,-52.8,-12.1,,,,,,,,
4665,1437.0234,1446792.8,1785688912760017,-22.9780152,-43.2321244,40.53,1.78,-8.38,-1.75,-0.02,14,3,-47.7,-6.8,,,,,,,,
4666,1437.1334,1446903.3,1785688912869999,-22.978015137743334,-43.2321244,40.52,1.77,-8.38,-1.76,-0.02,14,3,-37.8,-2.0,,,,,,,,
4667,1437.8455,1447580.8,1785688913582161,-22.9780151,-43.2321244,40.5,1.75,-8.4,-1.74,-0.04,17,3,-38.1,-1.8,,,,,,,,
4668,1437.9169,1447677.5,1785688913652700,-22.97801513654119,-43.23212443654119,40.49,1.74,-8.4,-1.73,-0.05,17,3,-57.8,-12.0,,,,,,,,
4669,1438.024,1447791.8,1785688913759789,-22.9780152,-43.2321245,40.49,1.74,-8.4,-1.73,-0.05,17,3,-47.8,-6.8,,,,,,,,
4670,1438.133,1447899.9,1785688913868884,-22.9780152,-43.2321245,40.48,1.73,-8.41,-1.74,-0.06,17,3,-42.8,-2.0,,,,,,,,
4671,1438.2381,1448003.3,1785688913973961,-22.9780152,-43.2321245,40.48,1.73,-8.41,-1.74,-0.06,17,3,-37.7,-1.8,,,,,,,,
4672,1438.3096,1448075.9,1785688914045401,-22.9780152,-43.2321245,40.48,1.73,-8.41,-1.74,-0.06,15,3,-63.1,-22.0,,,,,,,,
4673,1438.4166,1448184.2,1785688914152465,-22.9780152,-43.2321245,40.47,1.72,-8.42,-1.74,-0.05,15,3,-57.8,-17.0,,,,,,,,
4674,1438.5237,1448292.0,1785688914259585,-22.9780152,-43.2321245,40.46,1.71,-8.42,-1.74,-0.05,15,3,-47.4,-6.9,,,,,,,,
4675,1438.5952,1448364.4,1785688914331028,-22.9780152,-43.2321245,40.45,1.7,-8.42,-1.74,-0.06,15,3,-78.8,-37.4,,,,,,,,
4676,1438.7379,1448504.1,1785688914473721,-22.9780152,-43.2321245,40.43,1.68,-8.42,-1.74,-0.06,15,3,-37.3,-1.8,,,,,,,,
4677,1438.8093,1448571.3,1785688914545171,-22.9780152,-43.2321245,40.42,1.67,-8.42,-1.74,-0.06,17,3,-78.6,-22.0,,,,,,,,
4678,1438.9523,1448715.4,1785688914677891,-22.9780152,-43.2321245,40.4,1.64,-8.43,-1.74,-0.06,17,3,-22.1,-1.8,,,,,,,,
4679,1439.0236,1448791.7,1785688914749163,-22.9780152,-43.2321245,40.38,1.63,-8.43,-1.74,-0.07,17,3,-47.9,-6.9,,,,,,,,
4680,1439.1306,1448899.3,1785688914856157,-22.97801525825399,-43.2321245,40.37,1.62,-8.43,-1.73,-0.07,17,3,-42.4,-1.8,,,,,,,,
4681,1439.202,1448969.5,1785688914927602,-22.9780153,-43.23212452847424,40.36,1.61,-8.44,-1.73,-0.07,17,3,-73.0,-27.1,,,,,,,,
4682,1439.3091,1449076.1,1785688915034718,-22.9780153,-43.23212456487315,40.35,1.6,-8.44,-1.73,-0.07,17,3,-63.0,-22.0,,,,,,,,
4683,1439.4163,1449184.3,1785688915141877,-22.978015343281985,-43.2321245,40.33,1.58,-8.44,-1.72,-0.05,17,3,-57.9,-17.0,,,,,,,,
4684,1439.5223,1449288.8,1785688915247867,-22.97801535215677,-43.23212445215677,40.32,1.56,-8.45,-1.73,-0.04,17,3,-52.4,-6.8,,,,,,,,
4685,1439.6323,1449398.0,1785688915357915,-22.9780153,-43.232124342954606,40.3,1.55,-8.45,-1.73,-0.03,17,3,-43.4,-2.0,,,,,,,,
4686,1439.7365,1449503.0,1785688915462082,-22.9780153,-43.2321243,40.29,1.54,-8.45,-1.73,-0.02,17,3,-37.3,-1.7,,,,,,,,
4687,1439.8089,1449573.0,1785688915534543,-22.9780153,-43.232124267968935,40.29,1.54,-8.45,-1.73,-0.02,17,3,-74.7,-22.2,,,,,,,,
4688,1439.952,1449716.6,1785688915670765,-22.9780153,-43.2321242,40.28,1.53,-8.46,-1.73,-0.02,17,3,-22.1,-1.8,,,,,,,,
4689,1440.0239,1449791.9,1785688915742633,-22.97801535091256,-43.23212414908744,40.28,1.53,-8.46,-1.73,-0.03,17,3,-48.0,-7.0,,,,,,,,
4690,1440.1306,1449899.0,1785688915849316,-22.9780154,-43.2321241,40.27,1.52,-8.46,-1.73,-0.02,17,3,-42.5,-1.9,,,,,,,,
4691,1440.2031,1449971.6,1785688915921844,-22.9780154,-43.2321241,40.27,1.52,-8.46,-1.73,-0.02,17,3,-68.1,-27.1,,,,,,,,
4692,1440.3092,1450078.4,1785688916027909,-22.9780154,-43.232124062563734,40.27,1.52,-8.47,-1.72,-0.02,16,3,-63.4,-22.1,,,,,,,,
4693,1440.4163,1450183.9,1785688916135027,-22.9780154,-43.232124,40.27,1.52,-8.47,-1.72,-0.02,16,3,-58.2,-17.1,,,,,,,,
4694,1440.5244,1450292.2,1785688916243147,-22.978015451249355,-43.232124,40.27,1.52,-8.48,-1.72,-0.02,16,3,-47.5,-6.9,,,,,,,,
4695,1440.6314,1450399.0,1785688916350141,-22.9780155,-43.232124,40.28,1.53,-8.48,-1.72,-0.03,16,3,-43.0,-1.9,,,,,,,,
4696,1440.7375,1450503.8,1785688916456259,-22.9780155,-43.232124,40.28,1.53,-8.48,-1.73,-0.04,16,3,-37.4,-1.8,,,,,,,,
4697,1440.8089,1450571.1,1785688916527685,-22.9780155,-43.23212403010549,40.28,1.53,-8.48,-1.73,-0.04,16,3,-79.1,-22.2,,,,,,,,
4698,1440.9164,1450673.9,1785688916645093,-22.9780155,-43.2321241,40.29,1.54,-8.48,-1.74,-0.04,16,3,-57.8,-17.1,,,,,,,,
4699,1441.0232,1450791.5,1785688916751887,-22.9780155,-43.2321241,40.29,1.54,-8.49,-1.74,-0.04,16,3,-48.0,-7.0,,,,,,,,
4700,1441.1303,1450899.2,1785688916859035,-22.9780155,-43.232124041849296,40.29,1.54,-8.49,-1.74,-0.04,16,3,-42.6,-1.9,,,,,,,,
4701,1441.2373,1451004.0,1785688916966012,-22.978015436966928,-43.232124,40.29,1.54,-8.49,-1.74,-0.03,16,3,-37.8,-1.9,,,,,,,,
4702,1441.3087,1451075.7,1785688917037469,-22.9780154,-43.232124,40.29,1.54,-8.5,-1.75,-0.02,16,3,-63.3,-22.2,,,,,,,,
4703,1441.4158,1451184.0,1785688917144531,-22.9780154,-43.232124,40.29,1.54,-8.5,-1.75,-0.02,16,3,-58.0,-17.0,,,,,,,,
4704,1441.5229,1451289.2,1785688917251619,-22.978015351777497,-43.232123951777496,40.29,1.53,-8.51,-1.75,-0.02,16,3,-52.7,-7.0,,,,,,,,
4705,1441.631,1451397.4,1785688917359765,-22.9780153,-43.2321239,40.27,1.52,-8.51,-1.76,-0.01,16,3,-42.9,-1.8,,,,,,,,
4706,1441.7014,1451468.4,1785688917430162,-22.9780153,-43.23212387263231,40.27,1.52,-8.51,-1.76,-0.0,16,3,-72.9,-32.3,,,,,,,,
4707,1441.8086,1451571.3,1785688917537300,-22.9780153,-43.23212376971297,40.26,1.51,-8.51,-1.76,0.01,17,3,-78.9,-22.1,,,,,,,,
4708,1441.9156,1451673.8,1785688917645700,-22.9780153,-43.23212366721493,40.25,1.5,-8.51,-1.76,0.01,17,3,-57.7,-17.0,,,,,,,,
4709,1442.0229,1451789.3,1785688917752978,-22.9780153,-43.2321236,40.24,1.48,-8.52,-1.76,0.01,17,3,-53.1,-7.0,,,,,,,,
4710,1442.1298,1451896.9,1785688917859926,-22.97801524408085,-43.2321236,40.22,1.47,-8.52,-1.76,0.01,17,3,-42.5,-1.8,,,,,,,,
4711,1442.2368,1452004.0,1785688917966953,-22.9780152,-43.23212353696197,40.21,1.46,-8.53,-1.77,0.01,17,3,-37.9,-1.9,,,,,,,,
4712,1442.3083,1452075.7,1785688918038417,-22.9780152,-43.2321234653251,40.21,1.46,-8.53,-1.77,0.01,18,3,-63.3,-22.1,,,,,,,,
4713,1442.4155,1452184.0,1785688918145569,-22.9780152,-43.2321234,40.2,1.44,-8.53,-1.77,0.02,18,3,-58.1,-17.1,,,,,,,,
4714,1442.5225,1452289.1,1785688918252576,-22.9780152,-43.2321234,40.19,1.43,-8.54,-1.77,0.02,18,3,-52.7,-7.0,,,,,,,,
4715,1443.2015,1452965.9,1785688918667838,-22.9780151,-43.2321233,40.14,1.39,-8.55,-1.78,0.0,18,3,-73.5,-27.4,,,,,,,,
4716,1443.3083,1453075.5,1785688918774646,-22.9780151,-43.2321233,40.14,1.39,-8.56,-1.77,-0.0,17,3,-63.3,-22.1,,,,,,,,
4717,1443.415,1453183.8,1785688918881302,-22.9780151,-43.2321233,40.13,1.38,-8.56,-1.77,-0.01,17,3,-58.0,-17.1,,,,,,,,
4718,1443.5221,1453289.2,1785688918988398,-22.9780151,-43.2321233,40.13,1.38,-8.56,-1.77,-0.01,17,3,-52.7,-7.0,,,,,,,,
4719,1443.6292,1453397.0,1785688919095571,-22.9780151,-43.2321233,40.14,1.38,-8.57,-1.77,-0.01,17,3,-42.9,-1.9,,,,,,,,
4720,1443.7373,1453504.5,1785688919203619,-22.9780151,-43.232123236478806,40.14,1.39,-8.57,-1.77,-0.0,17,3,-37.4,-1.8,,,,,,,,
4721,1443.8077,1453570.4,1785688919274000,-22.9780151,-43.2321232,40.14,1.39,-8.57,-1.76,0.0,18,3,-79.2,-22.2,,,,,,,,
4722,1443.9505,1453715.1,1785688919678373,-22.9780151,-43.232123125855985,40.13,1.38,-8.57,-1.75,0.01,18,3,-22.2,-1.9,,,,,,,,
4723,1444.0219,1453789.1,1785688919749693,-22.9780151,-43.2321231,40.13,1.38,-8.58,-1.74,0.0,18,3,-53.1,-6.9,,,,,,,,
4724,1444.1291,1453897.0,1785688919856963,-22.97801521208214,-43.23212304395893,40.13,1.38,-8.58,-1.74,0.0,18,3,-42.5,-1.9,,,,,,,,
4725,1444.2004,1453969.2,1785688919928233,-22.9780153,-43.232123,40.13,1.38,-8.58,-1.74,0.0,18,3,-73.3,-32.3,,,,,,,,
4726,1444.3075,1454074.0,1785688920035293,-22.9780153,-43.232123,40.13,1.38,-8.59,-1.74,0.0,16,3,-68.4,-22.1,,,,,,,,
4727,1444.4146,1454181.0,1785688920142410,-22.9780153,-43.23212296000523,40.13,1.38,-8.59,-1.74,0.0,16,3,-58.0,-17.1,,,,,,,,
4728,1444.5217,1454289.2,1785688920249477,-22.9780153,-43.232122851760856,40.13,1.37,-8.59,-1.74,0.01,16,3,-52.6,-12.0,,,,,,,,
4729,1444.6288,1454397.0,1785688920356648,-22.9780153,-43.2321228,40.12,1.37,-8.59,-1.75,0.02,16,3,-42.8,-1.8,,,,,,,,
4730,1444.7002,1454469.2,1785688920428049,-22.9780153,-43.23212277184606,40.12,1.37,-8.6,-1.75,0.02,16,3,-72.9,-32.3,,,,,,,,
4731,1444.8073,1454571.2,1785688920535080,-22.9780153,-43.2321227,40.12,1.37,-8.6,-1.75,0.02,18,3,-79.1,-22.2,,,,,,,,
4732,1444.9144,1454673.7,1785688920645230,-22.9780153,-43.2321227,40.11,1.36,-8.6,-1.75,0.01,18,3,-57.7,-17.1,,,,,,,,
4733,1445.0215,1454789.3,1785688920752400,-22.9780153,-43.2321227,40.11,1.36,-8.6,-1.75,0.01,18,3,-53.1,-12.0,,,,,,,,
4734,1445.1286,1454894.2,1785688920859436,-22.9780153,-43.2321227,40.11,1.36,-8.61,-1.75,0.01,18,3,-47.6,-1.9,,,,,,,,
4735,1445.2356,1455002.2,1785688920966470,-22.9780153,-43.23212263884765,40.11,1.36,-8.61,-1.75,0.01,18,3,-37.8,-1.8,,,,,,,,
4736,1445.3072,1455074.0,1785688921038024,-22.9780153,-43.2321226,40.11,1.36,-8.61,-1.75,0.01,19,3,-68.5,-22.1,,,,,,,,
4737,1445.4143,1455180.9,1785688921145181,-22.9780153,-43.23212263991576,40.11,1.36,-8.61,-1.75,0.0,19,3,-58.1,-17.1,,,,,,,,
4738,1445.5213,1455289.2,1785688921252188,-22.9780153,-43.2321227,40.12,1.37,-8.61,-1.76,-0.01,19,3,-52.5,-11.9,,,,,,,,
4739,1445.6284,1455397.0,1785688921359265,-22.9780153,-43.2321227,40.13,1.37,-8.62,-1.76,-0.02,19,3,-42.9,-1.8,,,,,,,,
4740,1445.6999,1455469.2,1785688921430747,-22.9780153,-43.2321227,40.13,1.38,-8.62,-1.76,-0.02,19,3,-72.9,-32.2,,,,,,,,
4741,1445.8069,1455571.1,1785688921537712,-22.9780153,-43.2321227,40.13,1.38,-8.62,-1.76,-0.03,18,3,-79.2,-22.1,,,,,,,,
4742,1445.914,1455673.6,1785688921645395,-22.9780153,-43.232122732649245,40.14,1.39,-8.62,-1.76,-0.03,18,3,-57.7,-17.1,,,,,,,,
4743,1446.0211,1455789.2,1785688921752424,-22.9780153,-43.2321228,40.15,1.4,-8.62,-1.76,-0.03,18,3,-53.0,-12.0,,,,,,,,
4744,1446.1282,1455894.3,1785688921859550,-22.9780153,-43.23212285325881,40.17,1.41,-8.63,-1.76,-0.03,18,3,-47.5,-1.8,,,,,,,,
4745,1446.2352,1456002.2,1785688921966550,-22.9780153,-43.2321229,40.18,1.43,-8.63,-1.76,-0.03,18,3,-37.8,-1.8,,,,,,,,
4746,1446.3067,1456074.0,1785688922038042,-22.9780153,-43.2321229,40.19,1.44,-8.63,-1.77,-0.04,17,3,-68.4,-27.2,,,,,,,,
4747,1446.4137,1456180.9,1785688922145093,-22.9780153,-43.23212293993831,40.2,1.45,-8.64,-1.77,-0.04,17,3,-58.1,-17.1,,,,,,,,
4748,1446.5209,1456289.2,1785688922252215,-22.9780153,-43.232123,40.21,1.46,-8.64,-1.77,-0.04,17,3,-52.6,-12.0,,,,,,,,
4749,1446.628,1456394.2,1785688922359341,-22.9780153,-43.232123,40.23,1.47,-8.64,-1.77,-0.04,17,3,-47.9,-1.9,,,,,,,,
4750,1446.735,1456502.2,1785688922466382,-22.9780153,-43.232123,40.24,1.49,-8.64,-1.77,-0.04,17,3,-37.5,-1.9,,,,,,,,
4751,1446.8064,1456571.1,1785688922537797,-22.9780153,-43.232123,40.24,1.49,-8.64,-1.76,-0.04,16,3,-79.0,-27.2,,,,,,,,
