frame,t_mono,time_boot_ms,t_unix_usec,lat,lng,alt_msl,alt_agl,yaw,pitch,roll,nsats,fix_type,lat_gpi_ms,lat_att_ms,det_idx,cx,cy,w,h,bearing_px,bearing_py,conf
3187,1270.9152,1280679.6,1785688746643150,-22.978092768164075,-43.23210177727864,65.9,27.15,-12.12,-2.56,1.18,19,3,-52.7,-12.0,,,,,,,,
3188,1271.0233,1280797.2,1785688746751250,-22.978092062888347,-43.232102012370554,65.94,27.19,-12.43,-0.6,1.21,19,3,-43.2,-2.0,,,,,,,,
3189,1271.1294,1280903.7,1785688746857300,-22.97809142393132,-43.23210216267811,65.97,27.22,-12.67,0.19,1.17,19,3,-37.4,-1.9,,,,,,,,
3190,1271.2008,1280974.3,1785688746928770,-22.97809100022594,-43.23210223329568,65.99,27.24,-12.81,0.26,1.12,19,3,-68.2,-27.2,,,,,,,,
3191,1271.6657,1281413.3,1785688747393607,-22.97808812190737,-43.232102944523156,66.08,27.33,-13.18,-8.27,0.27,19,3,-1.8,-12.2,,,,,,,,
3192,1271.8433,1281566.5,1785688747586613,-22.978086645440683,-43.23210340182373,66.11,27.36,-13.29,-4.47,0.35,19,3,-38.6,-49.0,,,,,,,,
3193,1271.9527,1281721.5,1785688747695920,-22.978085094637184,-43.23210402214513,66.14,27.39,-13.18,-0.6,0.91,19,3,-17.1,-27.4,,,,,,,,
3194,1272.0219,1281793.1,1785688747765161,-22.978084378971346,-43.232104256308595,66.16,27.41,-13.02,0.87,1.21,19,3,-47.9,-6.9,,,,,,,,
3195,1272.1299,1281902.6,1785688747873212,-22.978083345172195,-43.23210464659014,66.18,27.43,-12.72,1.9,1.48,19,3,-37.4,-1.8,,,,,,,,
3196,1272.2004,1281973.6,1785688747943648,-22.978082706351707,-43.23210489788276,66.2,27.45,-12.55,2.04,1.59,19,3,-68.2,-27.2,,,,,,,,
3197,1272.3074,1282078.9,1785688748050704,-22.97808175845394,-43.23210521384868,66.23,27.48,-12.34,1.87,1.67,18,3,-63.5,-17.1,,,,,,,,
3198,1272.4146,1282186.1,1785688748157826,-22.978080838844342,-43.23210553543337,66.25,27.5,-12.16,1.08,1.79,18,3,-53.0,-12.0,,,,,,,,
3199,1272.5226,1282294.7,1785688748265901,-22.978080024439723,-43.232105860954405,66.27,27.52,-12.07,-1.72,1.8,18,3,-47.6,-1.8,,,,,,,,
3200,1272.6288,1282398.8,1785688748372032,-22.97807923774662,-43.23210617334502,66.29,27.54,-12.08,-4.73,1.88,18,3,-42.8,-1.8,,,,,,,,
3201,1272.7002,1282470.7,1785688748443460,-22.978078662515756,-43.23210638905659,66.31,27.56,-12.11,-5.43,1.9,18,3,-67.8,-27.2,,,,,,,,
3202,1272.8073,1282575.6,1785688748550550,-22.978077823023384,-43.23210670386623,66.35,27.6,-12.2,-3.56,2.09,19,3,-74.2,-17.1,,,,,,,,
3203,1272.9144,1282679.4,1785688748643166,-22.9780769924882,-43.23210697687795,66.38,27.63,-12.26,-1.53,1.94,19,3,-52.7,-12.1,,,,,,,,
3204,1273.0216,1282794.2,1785688748750338,-22.978076021509352,-43.23210715316563,66.41,27.66,-12.29,-0.23,1.46,19,3,-48.0,-6.9,,,,,,,,
3205,1273.1285,1282899.1,1785688748857311,-22.978075134818564,-43.232107316295355,66.44,27.69,-12.23,0.13,1.03,19,3,-42.5,-1.8,,,,,,,,
3206,1273.2367,1283007.6,1785688748965442,-22.978074333486777,-43.23210753328949,66.46,27.71,-12.08,0.12,0.93,19,3,-32.9,-2.0,,,,,,,,
3207,1273.307,1283078.1,1785688749035831,-22.97807380281293,-43.23210767429677,66.48,27.73,-11.94,-0.03,0.88,19,3,-63.5,-22.2,,,,,,,,
3208,1273.4151,1283186.7,1785688749143921,-22.97807298005989,-43.23210789141146,66.51,27.76,-11.69,-0.38,0.83,19,3,-53.0,-12.0,,,,,,,,
3209,1273.5234,1283297.1,1785688749252233,-22.978072207527745,-43.23210811213493,66.55,27.8,-11.4,-0.75,0.89,19,3,-43.4,-2.5,,,,,,,,
3210,1273.6289,1283402.5,1785688749357720,-22.978071407645405,-43.232108323088646,66.58,27.83,-11.2,-0.79,0.98,19,3,-38.8,-2.4,,,,,,,,
3211,1273.6985,1283470.7,1785688749427252,-22.978070922052012,-43.232108459315995,66.61,27.86,-11.11,-0.66,0.98,19,3,-72.8,-27.1,,,,,,,,
3212,1273.8411,1283605.1,1785688749586378,-22.978070051357534,-43.23210879227534,66.66,27.91,-11.1,-0.43,0.43,19,3,-39.1,-49.6,,,,,,,,
3213,1273.9495,1283721.1,1785688749694797,-22.978069239293312,-43.23210914030286,66.7,27.95,-11.25,-2.29,0.08,19,3,-17.2,-27.5,,,,,,,,
3214,1274.0199,1283793.7,1785688749765217,-22.978068731374027,-43.23210930532171,66.73,27.98,-11.45,-4.36,0.58,19,3,-47.8,-6.9,,,,,,,,
3215,1274.0912,1283864.0,1785688749836433,-22.978068238827895,-43.23210946907376,66.76,28.01,-11.65,-5.53,0.78,19,3,-78.2,-37.4,,,,,,,,
3216,1274.2338,1284004.1,1785688749979108,-22.978067194834257,-43.232109889437154,66.82,28.06,-12.09,-3.44,1.69,19,3,-37.6,-1.8,,,,,,,,
3217,1274.3053,1284075.9,1785688750050579,-22.97806662060517,-43.232110104773064,66.85,28.1,-12.23,-2.14,1.93,19,3,-63.1,-22.0,,,,,,,,
3218,1274.4124,1284184.0,1785688750157622,-22.978065799192176,-43.23211038594509,66.89,28.14,-12.31,-0.77,1.96,19,3,-58.4,-12.0,,,,,,,,
3219,1274.5224,1284293.0,1785688750267703,-22.978064983940147,-43.23211060401496,66.93,28.18,-12.22,-0.17,1.74,19,3,-47.7,-2.0,,,,,,,,
3220,1274.6265,1284397.9,1785688750371738,-22.978064202036002,-43.232110813704,66.97,28.22,-12.06,-0.1,1.47,19,3,-42.7,-1.9,,,,,,,,
3221,1274.6979,1284469.2,1785688750443178,-22.97806370229315,-43.232110984731506,67.0,28.25,-11.95,-0.5,1.23,19,3,-72.9,-27.1,,,,,,,,
3222,1274.8407,1284605.7,1785688750585968,-22.978062682178013,-43.2321113294555,67.05,28.3,-11.7,-3.13,1.05,19,3,-38.1,-1.8,,,,,,,,
3223,1274.9132,1284678.4,1785688750650340,-22.978062100655833,-43.232111512254065,67.07,28.32,-11.59,-4.85,1.07,19,3,-57.6,-11.9,,,,,,,,
3224,1275.0192,1284791.3,1785688750756300,-22.97806119770535,-43.23211185086049,67.12,28.37,-11.51,-4.1,1.24,19,3,-47.8,-6.9,,,,,,,,
3225,1275.0907,1284864.3,1785688750827773,-22.978060613974584,-43.23211206975953,67.15,28.4,-11.49,-2.68,1.37,19,3,-78.2,-37.5,,,,,,,,
3226,1275.2334,1285004.2,1785688750970481,-22.978059494519922,-43.232112426370016,67.22,28.46,-11.5,-0.58,1.43,19,3,-37.6,-1.8,,,,,,,,
3227,1275.3048,1285075.6,1785688751041934,-22.978058888243766,-43.23211256927917,67.24,28.49,-11.51,-0.13,1.36,19,3,-63.9,-22.1,,,,,,,,
3228,1275.4149,1285187.6,1785688751152024,-22.97805788031553,-43.23211279326321,67.28,28.53,-11.53,-0.63,1.07,19,3,-52.9,-12.0,,,,,,,,
3229,1275.519,1285292.7,1785688751256083,-22.978056986443573,-43.2321130033891,67.31,28.56,-11.54,-1.7,0.78,19,3,-47.8,-7.0,,,,,,,,
3230,1275.6291,1285403.0,1785688751366242,-22.9780560421105,-43.232113223975446,67.34,28.59,-11.51,-0.97,0.64,19,3,-38.2,-1.9,,,,,,,,
3231,1275.7332,1285504.8,1785688751470273,-22.978055189880664,-43.23211342752983,67.36,28.61,-11.45,-0.33,0.35,19,3,-37.4,-1.9,,,,,,,,
3232,1275.8046,1285572.2,1785688751541719,-22.978054650266706,-43.23211356243332,67.38,28.63,-11.4,-0.21,0.13,19,3,-75.0,-22.2,,,,,,,,
3233,1275.9489,1285716.8,1785688751657081,-22.97805349337456,-43.23211385165636,67.42,28.67,-11.32,-2.24,-0.33,19,3,-22.1,-32.4,,,,,,,,
3234,1276.0188,1285788.5,1785688751726953,-22.978052872400987,-43.232114042533006,67.45,28.7,-11.35,-3.39,-0.3,19,3,-52.8,-6.8,,,,,,,,
3235,1276.1288,1285898.2,1785688751836985,-22.978051884890245,-43.232114371703254,67.49,28.74,-11.49,-3.5,0.1,19,3,-42.8,-2.0,,,,,,,,
3236,1276.233,1286003.0,1785688751941156,-22.97805100437978,-43.23211474781011,67.54,28.79,-11.7,-1.65,0.68,19,3,-37.7,-1.9,,,,,,,,
3237,1276.3044,1286075.5,1785688752012558,-22.978050389294157,-43.232115003568616,67.57,28.82,-11.83,-0.51,0.88,19,3,-63.9,-22.2,,,,,,,,
3238,1276.4145,1286187.6,1785688752122614,-22.97804942700693,-43.2321153398724,67.62,28.87,-12.01,0.51,1.03,19,3,-52.8,-12.0,,,,,,,,
3239,1276.5185,1286290.2,1785688752226692,-22.978048655346914,-43.23211564770847,67.66,28.91,-12.11,0.82,1.07,19,3,-52.8,-7.0,,,,,,,,
3240,1276.6283,1286398.2,1785688752336476,-22.978047899691834,-43.232115914373765,67.7,28.95,-12.1,0.68,1.12,19,3,-42.6,-1.8,,,,,,,,
3241,1276.6972,1286467.4,1785688752405323,-22.978047441526734,-43.23211607923663,67.73,28.98,-12.07,0.49,1.16,19,3,-73.0,-32.2,,,,,,,,
3242,1276.8399,1286602.8,1785688752548019,-22.978046567479417,-43.23211642357731,67.8,29.05,-11.97,-0.1,1.36,19,3,-43.1,-1.8,,,,,,,,
3243,1277.5926,1287334.4,1785688752667908,-22.9780415463107,-43.232117993384186,68.11,29.36,-11.11,-0.71,0.92,19,3,-1.9,-2.2,,,,,,,,
3244,1277.6639,1287431.1,1785688752739226,-22.978040779441155,-43.232118180139715,68.14,29.39,-10.98,-0.31,0.83,19,3,-7.7,-13.0,,,,,,,,
3245,1277.7353,1287507.4,1785688752810620,-22.978040235129647,-43.23211839923015,68.17,29.42,-10.89,-0.18,0.66,19,3,-32.2,-1.8,,,,,,,,
3246,1277.8038,1287572.3,1785688752879058,-22.978039780995015,-43.23211856257285,68.19,29.44,-10.72,-0.63,0.22,19,3,-79.5,-22.0,,,,,,,,
3247,1277.948,1287714.8,1785688753653746,-22.978038783127193,-43.232118921516914,68.25,29.5,-10.12,-3.79,-1.86,19,3,-23.0,-33.3,,,,,,,,
3248,1278.0191,1287791.1,1785688753724798,-22.978038248982692,-43.232119200581316,68.28,29.53,-9.78,-4.58,-2.85,19,3,-47.8,-6.9,,,,,,,,
3249,1278.129,1287903.2,1785688753834727,-22.978037402241398,-43.232119648879305,68.32,29.57,-9.52,-4.14,-1.74,19,3,-37.7,-2.0,,,,,,,,
3250,1278.2321,1288004.5,1785688753937825,-22.97803665542017,-43.232120054045616,68.37,29.61,-9.39,-2.12,-0.49,19,3,-37.6,-1.8,,,,,,,,
3251,1278.3036,1288075.6,1785688754009274,-22.978036123172572,-43.23212037301714,68.39,29.64,-9.25,-1.03,0.11,19,3,-64.0,-22.1,,,,,,,,
3252,1278.4138,1288187.6,1785688754119463,-22.978035274011386,-43.23212088627921,68.41,29.66,-9.03,-0.05,0.93,19,3,-53.0,-12.1,,,,,,,,
3253,1278.5177,1288290.2,1785688754223449,-22.978034555513233,-43.23212134606198,68.44,29.69,-8.84,0.17,1.44,19,3,-52.7,-6.9,,,,,,,,
3254,1278.6279,1288398.3,1785688754333587,-22.978033741786216,-43.23212188638362,68.47,29.72,-8.86,-0.52,1.59,19,3,-42.9,-1.9,,,,,,,,
3255,1278.7333,1288503.5,1785688754439057,-22.978032962183267,-43.232122412726234,68.5,29.75,-9.11,-2.59,1.59,19,3,-37.5,-1.9,,,,,,,,
3256,1278.8048,1288572.4,1785688754510497,-22.978032448470824,-43.23212275720574,68.52,29.77,-9.34,-4.02,1.72,19,3,-74.0,-22.2,,,,,,,,
3257,1278.9119,1288677.4,1785688754641520,-22.978031608954584,-43.23212324552271,68.55,29.8,-9.84,-4.48,2.01,19,3,-57.8,-17.1,,,,,,,,
3258,1279.019,1288791.7,1785688754748693,-22.978030643593968,-43.232123702847126,68.59,29.84,-10.4,-1.76,2.28,19,3,-48.0,-7.0,,,,,,,,
3259,1279.127,1288899.6,1785688754856702,-22.978029731393523,-43.23212413430324,68.63,29.88,-10.76,-0.24,2.22,19,3,-42.4,-1.8,,,,,,,,
3260,1279.2331,1289003.8,1785688754962794,-22.97802889791113,-43.232124551044436,68.67,29.92,-10.94,0.41,2.11,19,3,-37.8,-1.9,,,,,,,,
3261,1279.3046,1289075.7,1785688755034218,-22.978028357168867,-43.23212480407049,68.69,29.94,-11.03,0.51,1.86,19,3,-63.3,-22.1,,,,,,,,
3262,1279.4116,1289184.0,1785688755141300,-22.978027599348035,-43.232125128850846,68.73,29.98,-11.24,0.4,1.54,19,3,-58.1,-17.1,,,,,,,,
3263,1279.5187,1289289.2,1785688755248368,-22.978026862695774,-43.23212544455895,68.76,30.01,-11.65,0.2,1.34,19,3,-52.7,-7.0,,,,,,,,
3264,1279.6259,1289397.0,1785688755355594,-22.978026108245636,-43.23212576789473,68.8,30.05,-12.11,-0.04,1.28,19,3,-42.9,-1.9,,,,,,,,
3265,1279.6983,1289469.8,1785688755427963,-22.978025598693556,-43.23212598627419,68.82,30.07,-12.36,-0.18,1.27,19,3,-72.9,-27.3,,,,,,,,
3266,1279.8044,1289570.6,1785688755534030,-22.978024922481243,-43.23212628875938,68.85,30.1,-12.74,-0.4,1.19,19,3,-78.9,-22.0,,,,,,,,
3267,1279.9115,1289673.8,1785688755638790,-22.978024303001522,-43.23212656566616,68.89,30.14,-12.94,-0.42,1.15,19,3,-57.7,-17.1,,,,,,,,
3268,1280.0187,1289791.7,1785688755746014,-22.97802359573482,-43.232126852132595,68.93,30.18,-12.98,1.63,1.47,19,3,-48.1,-7.0,,,,,,,,
3269,1280.1257,1289899.1,1785688755853001,-22.978023009379605,-43.23212711624816,68.97,30.22,-12.9,3.5,1.64,19,3,-42.4,-1.8,,,,,,,,
3270,1280.2327,1290004.1,1785688755960019,-22.978022484717254,-43.23212738916965,69.01,30.25,-12.77,3.98,1.68,19,3,-37.9,-1.9,,,,,,,,
3271,1280.3041,1290075.6,1785688756031464,-22.97802216143993,-43.23212756928003,69.03,30.28,-12.67,3.82,1.72,19,3,-63.4,-22.2,,,,,,,,
3272,1280.4112,1290183.9,1785688756138531,-22.97802172829342,-43.23212778585329,69.08,30.33,-12.44,3.2,1.7,19,3,-58.1,-17.1,,,,,,,,
3273,1280.5183,1290289.2,1785688756245672,-22.978021307327744,-43.232127996336125,69.12,30.37,-12.16,0.56,1.54,19,3,-52.8,-7.0,,,,,,,,
3274,1280.6254,1290396.9,1785688756352785,-22.978020876314893,-43.23212821184255,69.16,30.41,-11.84,-4.49,1.24,19,3,-42.8,-1.8,,,,,,,,
3275,1280.6978,1290469.9,1785688756425175,-22.97802058455116,-43.23212835772442,69.19,30.44,-11.7,-6.55,1.1,19,3,-72.9,-27.2,,,,,,,,
3276,1280.8039,1290570.6,1785688756531278,-22.97802015205962,-43.232128559176154,69.23,30.48,-11.53,-5.15,1.3,19,3,-79.0,-22.1,,,,,,,,
3277,1280.9469,1290715.1,1785688756669564,-22.97801942928299,-43.232128848286806,69.3,30.55,-11.31,-1.53,1.48,19,3,-22.3,-1.9,,,,,,,,
3278,1281.0182,1290789.0,1785688756740860,-22.978019060188107,-43.23212899592476,69.33,30.58,-11.17,-0.19,1.49,19,3,-53.2,-7.0,,,,,,,,
3279,1281.1252,1290896.9,1785688756847922,-22.978018464597525,-43.232129211800824,69.38,30.63,-11.07,0.61,1.44,19,3,-42.5,-1.9,,,,,,,,
3280,1281.2333,1291004.4,1785688756955982,-22.978017883034898,-43.23212942678604,69.43,30.67,-11.06,0.79,1.44,19,3,-37.8,-1.9,,,,,,,,
3281,1281.3037,1291074.9,1785688757026404,-22.978017530413027,-43.23212956783479,69.45,30.7,-11.06,0.8,1.48,19,3,-63.5,-22.1,,,,,,,,
3282,1281.4108,1291183.9,1785688757133507,-22.978017028455966,-43.23212978577202,69.48,30.73,-11.15,0.67,1.51,19,3,-58.1,-17.1,,,,,,,,
3283,1281.5179,1291289.2,1785688757240580,-22.97801660716025,-43.23212999641987,69.52,30.77,-11.33,0.33,1.5,19,3,-52.6,-6.9,,,,,,,,
3284,1281.625,1291396.9,1785688757347734,-22.978016176537015,-43.232130211731494,69.56,30.81,-11.6,-2.68,1.37,19,3,-43.1,-2.0,,,,,,,,
3285,1281.7321,1291504.1,1785688757454778,-22.978015621421452,-43.232130426192846,69.61,30.85,-11.87,-6.64,1.34,19,3,-37.4,-1.8,,,,,,,,
3286,1281.8036,1291571.1,1785688757526267,-22.978015249283274,-43.232130560286684,69.63,30.88,-12.03,-7.59,1.51,19,3,-79.0,-22.1,,,,,,,,
3287,1281.9467,1291715.2,1785688757670564,-22.9780143805489,-43.2321309226219,69.69,30.94,-12.19,-4.09,1.96,19,3,-22.3,-1.9,,,,,,,,
3288,1282.0176,1291788.8,1785688757741464,-22.97801391293904,-43.23213109568699,69.71,30.96,-12.16,-1.49,1.88,19,3,-53.0,-6.9,,,,,,,,
3289,1282.7681,1292536.3,1785688758491961,-22.978009037719758,-43.23213249057006,69.97,31.22,-10.69,-4.77,1.8,19,3,-1.8,-12.3,,,,,,,,
3290,1282.8391,1292602.2,1785688758562963,-22.978008510164113,-43.232132561229484,69.99,31.24,-10.57,-2.6,1.76,19,3,-43.8,-1.9,,,,,,,,
3291,1282.946,1292714.9,1785688758670722,-22.978007535281847,-43.23213274771515,70.04,31.29,-10.46,-0.47,1.7,19,3,-22.3,-1.9,,,,,,,,
3292,1283.0176,1292789.2,1785688758742386,-22.97800691468362,-43.2321328963291,70.07,31.32,-10.51,0.38,1.78,19,3,-53.1,-7.0,,,,,,,,
3293,1283.1244,1292896.8,1785688758849127,-22.9780060537084,-43.23213305578645,70.12,31.37,-10.67,0.6,1.89,19,3,-42.5,-1.9,,,,,,,,
3294,1283.2314,1293004.0,1785688758956173,-22.978005258768054,-43.23213322606627,70.16,31.41,-10.84,2.72,2.06,19,3,-37.8,-1.9,,,,,,,,
3295,1283.3029,1293073.9,1785688759027639,-22.978004802689796,-43.23213336577007,70.18,31.43,-10.91,4.88,2.16,19,3,-68.6,-22.1,,,,,,,,
3296,1283.41,1293180.9,1785688759134795,-22.978004160455477,-43.232133539924085,70.22,31.47,-10.96,8.23,2.14,19,3,-58.0,-17.0,,,,,,,,
3297,1283.5171,1293289.2,1785688759241874,-22.978003655280165,-43.232133648239945,70.25,31.5,-10.96,9.83,2.04,19,3,-52.7,-12.0,,,,,,,,
3298,1283.6242,1293397.0,1785688759348978,-22.97800333203454,-43.2321337,70.27,31.52,-10.94,9.69,1.92,19,3,-42.8,-1.8,,,,,,,,
3299,1283.7322,1293504.1,1785688759456992,-22.9780032,-43.2321337,70.29,31.54,-10.87,9.64,1.88,19,3,-38.1,-2.2,,,,,,,,
3300,1283.8023,1293569.6,1785688759527088,-22.97800322858607,-43.2321337,70.31,31.56,-10.82,9.05,1.77,19,3,-79.9,-22.9,,,,,,,,
3301,1283.9126,1293675.5,1785688759644875,-22.978003334488783,-43.23213366551122,70.34,31.59,-10.79,4.68,1.72,19,3,-57.7,-12.0,,,,,,,,
3302,1284.0166,1293787.7,1785688759748898,-22.97800349348866,-43.2321336,70.36,31.61,-10.72,2.71,1.98,19,3,-52.8,-11.9,,,,,,,,
3303,1284.1255,1293897.8,1785688759857786,-22.978003713530427,-43.2321336,70.39,31.64,-10.43,4.57,2.31,19,3,-42.7,-1.9,,,,,,,,
3304,1284.2296,1294003.0,1785688759961892,-22.9780039861369,-43.23213353795437,70.42,31.67,-10.04,6.15,2.25,19,3,-37.5,-1.7,,,,,,,,
3305,1284.301,1294073.8,1785688760033326,-22.978004231262574,-43.23213343436871,70.44,31.69,-9.73,6.24,1.91,19,3,-69.4,-27.3,,,,,,,,
3306,1284.4448,1294217.8,1785688760177090,-22.97800480718013,-43.23213322320497,70.49,31.74,-9.32,2.48,0.93,19,3,-22.5,-1.9,,,,,,,,
3307,1284.5152,1294288.6,1785688760247497,-22.97800509053804,-43.23213315236549,70.51,31.76,-9.26,0.56,0.43,19,3,-52.7,-12.0,,,,,,,,
3308,1284.6253,1294398.3,1785688760357595,-22.97800552910705,-43.232132985446476,70.55,31.8,-9.36,-0.36,-0.02,19,3,-42.8,-1.9,,,,,,,,
3309,1284.6937,1294465.7,1785688760426026,-22.978005823588017,-43.2321329,70.58,31.83,-9.45,-0.02,-0.07,19,3,-78.0,-32.1,,,,,,,,
3310,1284.8366,1294601.0,1785688760568870,-22.97800650004122,-43.232132839991756,70.64,31.89,-9.64,4.2,0.31,19,3,-43.2,-1.8,,,,,,,,
3311,1284.908,1294672.1,1785688760643741,-22.978006886398965,-43.23213276893351,70.67,31.92,-9.69,6.32,0.58,19,3,-62.7,-16.9,,,,,,,,
3312,1285.0151,1294786.7,1785688760750845,-22.978007574239466,-43.23213265429342,70.72,31.97,-9.75,8.86,0.73,19,3,-52.8,-11.9,,,,,,,,
3313,1285.1251,1294898.2,1785688760860773,-22.978008414755276,-43.23213254280497,70.76,32.01,-9.81,9.94,0.79,19,3,-42.8,-1.9,,,,,,,,
3314,1285.2302,1295003.4,1785688760965930,-22.97800942414011,-43.23213243758599,70.8,32.05,-9.84,9.77,0.73,19,3,-37.6,-1.7,,,,,,,,
3315,1285.3006,1295073.3,1785688761036348,-22.978010154758717,-43.23213233549841,70.83,32.08,-9.8,9.42,0.8,19,3,-69.0,-27.2,,,,,,,,
3316,1285.4445,1295217.9,1785688761180230,-22.97801182321207,-43.23213204613132,70.88,32.13,-9.57,8.24,0.74,19,3,-22.5,-1.8,,,,,,,,
3317,1285.5148,1295288.5,1785688761250495,-22.978012717943493,-43.232131952465885,70.91,32.16,-9.36,5.24,0.76,19,3,-52.8,-12.0,,,,,,,,
3318,1285.6249,1295398.2,1785688761360619,-22.978014143871118,-43.23213178555829,70.95,32.2,-9.07,1.22,0.93,19,3,-42.9,-1.9,,,,,,,,
3319,1285.6933,1295465.6,1785688761429031,-22.978014995690884,-43.23213165071818,70.98,32.23,-8.95,-0.22,1.12,19,3,-78.1,-32.3,,,,,,,,
3320,1285.8361,1295601.0,1785688761571796,-22.978016679428336,-43.23213144004397,71.03,32.28,-8.77,-1.67,1.67,19,3,-43.2,-1.7,,,,,,,,
3321,1285.9105,1295676.1,1785688761640128,-22.978017620645225,-43.232131364946234,71.05,32.3,-8.72,-1.85,1.88,19,3,-57.9,-17.2,,,,,,,,
3322,1286.0153,1295788.0,1785688761744954,-22.978018964520928,-43.23213120591318,71.1,32.35,-8.62,-1.85,2.18,19,3,-52.9,-11.9,,,,,,,,
3323,1286.1217,1295894.0,1785688761851282,-22.978020182785066,-43.232131047019536,71.14,32.39,-8.64,-1.69,2.01,19,3,-47.4,-6.9,,,,,,,,
3324,1286.1942,1295966.4,1785688761923805,-22.97802097925169,-43.23213094922697,71.16,32.41,-8.66,-1.48,1.98,19,3,-73.7,-32.3,,,,,,,,
3325,1286.3358,1296108.4,1785688762065468,-22.978022474270045,-43.232130732573,71.21,32.46,-8.74,-1.04,2.04,19,3,-32.8,-1.8,,,,,,,,
3326,1286.4073,1296178.8,1785688762136916,-22.97802317803635,-43.23213062439273,71.24,32.48,-8.79,-1.0,2.05,19,3,-63.5,-22.2,,,,,,,,
3327,1286.5174,1296287.9,1785688762247032,-22.978024221911802,-43.23213045312091,71.28,32.53,-8.81,-0.84,1.93,19,3,-52.8,-12.2,,,,,,,,
3328,1286.6215,1296392.5,1785688762351078,-22.978025214980903,-43.23213029700382,71.33,32.57,-8.74,-0.94,1.73,19,3,-48.3,-6.9,,,,,,,,
3329,1286.7315,1296503.2,1785688762461128,-22.9780261978085,-43.23213001332181,71.36,32.61,-8.76,-2.78,1.27,19,3,-37.5,-2.0,,,,,,,,
3330,1286.8,1296569.0,1785688762529614,-22.978026723629863,-43.23212984409253,71.39,32.64,-8.8,-4.48,0.94,19,3,-79.9,-27.1,,,,,,,,
3331,1286.9431,1296711.0,1785688762650045,-22.978027790137624,-43.23212962998034,71.44,32.69,-8.96,-6.38,0.61,19,3,-27.1,-37.4,,,,,,,,
3332,1287.0147,1296786.7,1785688762721563,-22.978028273971766,-43.23212955433804,71.47,32.72,-9.05,-6.3,0.59,19,3,-52.9,-12.0,,,,,,,,
3333,1287.1212,1296894.1,1785688762828146,-22.978028865690572,-43.2321295,71.51,32.76,-9.17,-5.53,0.59,19,3,-47.4,-6.8,,,,,,,,
3334,1287.1927,1296964.4,1785688762899630,-22.97802921719121,-43.2321295,71.53,32.78,-9.28,-4.95,0.68,19,3,-78.8,-32.3,,,,,,,,
3335,1287.3355,1297107.1,1785688763042459,-22.97802986445847,-43.23212943388538,71.58,32.83,-9.69,-3.72,0.96,19,3,-32.8,-1.8,,,,,,,,
3336,1287.4069,1297178.8,1785688763113842,-22.978030151255258,-43.2321294,71.6,32.85,-9.95,-3.16,1.16,19,3,-63.4,-22.0,,,,,,,,
3337,1288.228,1297986.1,1785688763671421,-22.978031890279425,-43.2321291,71.79,33.04,-9.85,0.01,0.8,19,3,-42.7,-1.8,,,,,,,,
3338,1288.2994,1298070.3,1785688763742832,-22.978032029315596,-43.2321291,71.79,33.04,-9.89,0.2,1.01,19,3,-69.3,-27.2,,,,,,,,
3339,1288.4421,1298213.8,1785688763885576,-22.978032318376588,-43.2321291,71.78,33.03,-10.06,4.44,1.52,19,3,-27.5,-1.8,,,,,,,,
3340,1288.5135,1298284.2,1785688763957007,-22.978032529490072,-43.2321291,71.78,33.03,-10.2,7.9,1.58,19,3,-57.9,-12.0,,,,,,,,
3341,1288.6234,1298393.1,1785688764066878,-22.97803296032585,-43.23212904793483,71.77,33.02,-10.55,9.82,1.42,19,3,-47.8,-1.8,,,,,,,,
3342,1288.7295,1298501.7,1785688764172994,-22.978033564455913,-43.23212893925735,71.76,33.01,-10.9,9.87,1.46,19,3,-37.7,-1.9,,,,,,,,
3343,1288.8374,1298602.7,1785688764280851,-22.97803429380932,-43.23212883827384,71.76,33.01,-11.27,9.3,1.51,19,3,-43.5,-1.8,,,,,,,,
3344,1288.9434,1298710.6,1785688764672383,-22.978035226625142,-43.23212873037498,71.76,33.01,-11.64,7.72,1.65,19,3,-27.3,-1.8,,,,,,,,
3345,1289.0149,1298786.4,1785688764743837,-22.978035908517164,-43.232128654609205,71.76,33.01,-11.83,6.16,1.75,19,3,-53.1,-12.0,,,,,,,,
3346,1289.1219,1298894.2,1785688764850865,-22.978036931565164,-43.23212849368697,71.77,33.01,-12.01,2.55,1.7,19,3,-47.5,-6.9,,,,,,,,
3347,1289.229,1298999.1,1785688764957915,-22.978037981174115,-43.23212828376518,71.78,33.03,-12.14,-0.58,1.49,19,3,-42.9,-1.8,,,,,,,,
3348,1289.3005,1299070.5,1785688765029439,-22.978038694591582,-43.23212814108168,71.78,33.03,-12.19,-1.34,1.45,19,3,-68.5,-27.2,,,,,,,,
3349,1289.4076,1299179.0,1785688765136508,-22.97803974164048,-43.2321279240799,71.79,33.04,-12.27,-1.78,1.39,19,3,-63.1,-22.1,,,,,,,,
3350,1289.5146,1299286.5,1785688765243550,-22.978040709334604,-43.23212770903675,71.8,33.05,-12.37,-1.51,1.46,19,3,-52.7,-12.1,,,,,,,,
3351,1289.6217,1299394.2,1785688765350616,-22.978041625367617,-43.2321274936581,71.82,33.06,-12.51,-1.16,1.65,19,3,-47.9,-6.9,,,,,,,,
3352,1289.7288,1299499.2,1785688765457719,-22.978042465891036,-43.23212728352724,71.83,33.08,-12.56,-0.44,1.64,19,3,-42.5,-1.8,,,,,,,,
